zeitstempel,sekunden,pitch,p,i,d,duty,position
18:37:05.023,0.349,-0.69,1.37,0.00,0.00,1,-182
18:37:05.028,0.36,-0.69,1.37,0.00,0.00,1,-182
18:37:05.039,0.371,-0.69,1.37,0.00,0.00,1,-182
18:37:05.050,0.382,-0.69,1.37,0.00,0.00,1,-182
18:37:05.061,0.393,-0.69,1.37,0.00,0.00,1,-182
18:37:05.072,0.404,-0.69,1.37,0.00,0.00,1,-182
18:37:05.083,0.415,-0.69,1.37,0.00,0.00,1,-182
18:37:05.095,0.427,-0.69,1.37,0.00,0.00,1,-182
18:37:05.107,0.438,-0.69,1.37,0.00,0.00,1,-182
18:37:05.162,0.449,-0.69,1.37,0.00,0.00,1,-182
18:37:05.163,0.46,-0.69,1.37,0.00,0.00,1,-182
18:37:05.163,0.471,-0.69,1.37,0.00,0.00,1,-182
18:37:05.163,0.482,-0.69,1.37,0.00,0.00,1,-182
18:37:05.163,0.494,-0.69,1.37,0.00,0.00,1,-182
18:37:05.173,0.505,-0.69,1.37,0.00,0.00,1,-182
18:37:05.187,0.517,-0.69,1.37,0.00,0.00,1,-182
18:37:05.196,0.529,-0.69,1.37,0.00,0.00,1,-182
18:37:05.208,0.54,-0.69,1.37,0.00,0.00,1,-182
18:37:05.219,0.551,-0.69,1.37,0.00,0.00,1,-182
18:37:05.230,0.562,-0.69,1.37,0.00,0.00,1,-182
18:37:05.242,0.574,-0.69,1.37,0.00,0.00,1,-182
18:37:05.254,0.585,-0.69,1.37,0.00,0.00,1,-182
18:37:05.264,0.596,-0.69,1.37,0.00,0.00,1,-182
18:37:05.278,0.608,-0.69,1.37,0.00,0.00,1,-182
18:37:05.287,0.619,-0.69,1.37,0.00,0.00,1,-182
18:37:05.297,0.63,-0.69,1.37,0.00,0.00,1,-182
18:37:05.308,0.641,-0.69,1.37,0.00,0.00,1,-182
18:37:05.320,0.652,-0.69,1.37,0.00,0.00,1,-182
18:37:05.332,0.664,-0.69,1.37,0.00,0.00,1,-182
18:37:05.389,0.676,-0.69,1.37,0.00,0.00,1,-182
18:37:05.389,0.687,-0.69,1.37,0.00,0.00,1,-182
18:37:05.390,0.698,-0.69,1.37,0.00,0.00,1,-182
18:37:05.390,0.709,-0.69,1.37,0.00,0.00,1,-182
18:37:05.390,0.72,-0.69,1.37,0.00,0.00,1,-182
18:37:05.399,0.731,-0.69,1.37,0.00,0.00,1,-182
18:37:05.410,0.742,-0.69,1.37,0.00,0.00,1,-182
18:37:05.421,0.753,-0.69,1.37,0.00,0.00,1,-182
18:37:05.433,0.765,-0.69,1.37,0.00,0.00,1,-182
18:37:05.445,0.777,-0.69,1.37,0.00,0.00,1,-182
18:37:05.457,0.789,-0.69,1.37,0.00,0.00,1,-182
18:37:05.468,0.8,-0.69,1.37,0.00,0.00,1,-182
18:37:05.479,0.811,-0.69,1.37,0.00,0.00,1,-182
18:37:05.489,0.822,-0.69,1.37,0.00,0.00,1,-182
18:37:05.501,0.833,-0.69,1.37,0.00,0.00,1,-182
18:37:05.513,0.845,-0.69,1.37,0.00,0.00,1,-182
18:37:05.524,0.856,-0.69,1.37,0.00,0.00,1,-182
18:37:05.536,0.867,-0.69,1.37,0.00,0.00,1,-182
18:37:05.547,0.879,-0.69,1.37,0.00,0.00,1,-182
18:37:05.558,0.89,-0.69,1.37,0.00,0.00,1,-182
18:37:05.616,0.901,-0.69,1.37,0.00,0.00,1,-182
18:37:05.617,0.912,-0.69,1.37,0.00,0.00,1,-182
18:37:05.617,0.924,-0.69,1.37,0.00,0.00,1,-182
18:37:05.617,0.935,-0.69,1.37,0.00,0.00,1,-182
18:37:05.617,0.947,-0.69,1.37,0.00,0.00,1,-182
18:37:05.628,0.959,-0.69,1.37,0.00,0.00,1,-182
18:37:05.641,0.97,-0.69,1.37,0.00,0.00,1,-182
18:37:05.650,0.981,-0.69,1.37,0.00,0.00,1,-182
18:37:05.661,0.992,-0.69,1.37,0.00,0.00,1,-182
18:37:05.672,1.003,-0.69,1.37,0.00,0.00,1,-182
18:37:05.681,1.014,-0.69,1.37,0.00,0.00,1,-182
18:37:05.693,1.025,-0.69,1.37,0.00,0.00,1,-182
18:37:05.703,1.036,-0.69,1.37,0.00,0.00,1,-182
18:37:05.715,1.048,-0.69,1.37,0.00,0.00,1,-182
18:37:05.727,1.059,-0.69,1.37,0.00,0.00,1,-182
18:37:05.737,1.07,-0.69,1.37,0.00,0.00,1,-182
18:37:05.749,1.081,-0.69,1.37,0.00,0.00,1,-182
18:37:05.760,1.092,-0.69,1.37,0.00,0.00,1,-182
18:37:05.771,1.103,-0.69,1.37,0.00,0.00,1,-182
18:37:05.782,1.114,-0.69,1.37,0.00,0.00,1,-182
18:37:05.840,1.125,-0.69,1.37,0.00,0.00,1,-182
18:37:05.840,1.136,-0.69,1.37,0.00,0.00,1,-182
18:37:05.840,1.147,-0.69,1.37,0.00,0.00,1,-182
18:37:05.840,1.158,-0.69,1.37,0.00,0.00,1,-182
18:37:05.841,1.169,-0.69,1.37,0.00,0.00,1,-182
18:37:05.849,1.18,-0.69,1.37,0.00,0.00,1,-182
18:37:05.859,1.191,-0.69,1.37,0.00,0.00,1,-182
18:37:05.870,1.202,-0.69,1.37,0.00,0.00,1,-182
18:37:05.882,1.214,-0.69,1.37,0.00,0.00,1,-182
18:37:05.893,1.225,-0.69,1.37,0.00,0.00,1,-182
18:37:05.904,1.236,-0.69,1.37,0.00,0.00,1,-182
18:37:05.916,1.248,-0.69,1.37,0.00,0.00,1,-182
18:37:05.927,1.259,-0.69,1.37,0.00,0.00,1,-182
18:37:05.938,1.27,-0.69,1.37,0.00,0.00,1,-182
18:37:05.948,1.281,-0.69,1.37,0.00,0.00,1,-182
18:37:05.960,1.292,-0.69,1.37,0.00,0.00,1,-182
18:37:05.970,1.303,-0.69,1.37,0.00,0.00,1,-182
18:37:05.981,1.314,-0.69,1.37,0.00,0.00,1,-182
18:37:05.993,1.325,-0.69,1.37,0.00,0.00,1,-182
18:37:06.004,1.336,-0.69,1.37,0.00,0.00,1,-182
18:37:06.063,1.348,-0.69,1.37,0.00,0.00,1,-182
18:37:06.063,1.36,-0.69,1.37,0.00,0.00,1,-182
18:37:06.063,1.371,-0.69,1.37,0.00,0.00,1,-182
18:37:06.063,1.382,-0.69,1.37,0.00,0.00,1,-182
18:37:06.064,1.393,-0.69,1.37,0.00,0.00,1,-182
18:37:06.072,1.404,-0.69,1.37,0.00,0.00,1,-182
18:37:06.083,1.415,-0.69,1.37,0.00,0.00,1,-182
18:37:06.094,1.426,-0.69,1.37,0.00,0.00,1,-182
18:37:06.105,1.437,-0.69,1.37,0.00,0.00,1,-182
18:37:06.119,1.449,-0.69,1.37,0.00,0.00,1,-182
18:37:06.129,1.46,-0.69,1.37,0.00,0.00,1,-182
18:37:06.139,1.471,-0.69,1.37,0.00,0.00,1,-182
18:37:06.151,1.482,-0.69,1.37,0.00,0.00,1,-182
18:37:06.161,1.493,-0.69,1.37,0.00,0.00,1,-182
18:37:06.173,1.505,-0.69,1.37,0.00,0.00,1,-182
18:37:06.183,1.516,-0.69,1.37,0.00,0.00,1,-182
18:37:06.197,1.528,-0.69,1.37,0.00,0.00,1,-182
18:37:06.208,1.54,-0.69,1.37,0.00,0.00,1,-182
18:37:06.219,1.551,-0.69,1.37,0.00,0.00,1,-182
18:37:06.230,1.562,-0.69,1.37,0.00,0.00,1,-182
18:37:06.291,1.573,-0.69,1.37,0.00,0.00,1,-182
18:37:06.292,1.584,-0.69,1.37,0.00,0.00,1,-182
18:37:06.292,1.596,-0.69,1.37,0.00,0.00,1,-182
18:37:06.292,1.607,-0.69,1.37,0.00,0.00,1,-182
18:37:06.292,1.619,-0.69,1.37,0.00,0.00,1,-182
18:37:06.298,1.63,-0.69,1.37,0.00,0.00,1,-182
18:37:06.309,1.641,-0.69,1.37,0.00,0.00,1,-182
18:37:06.321,1.652,-0.69,1.37,0.00,0.00,1,-182
18:37:06.331,1.663,-0.69,1.37,0.00,0.00,1,-182
18:37:06.342,1.675,-0.69,1.37,0.00,0.00,1,-182
18:37:06.354,1.686,-0.69,1.37,0.00,0.00,1,-182
18:37:06.366,1.698,-0.69,1.37,0.00,0.00,1,-182
18:37:06.378,1.71,-0.69,1.37,0.00,0.00,1,-182
18:37:06.390,1.721,-0.69,1.37,0.00,0.00,1,-182
18:37:06.401,1.732,-0.69,1.37,0.00,0.00,1,-182
18:37:06.411,1.743,-0.69,1.37,0.00,0.00,1,-182
18:37:06.423,1.755,-0.69,1.37,0.00,0.00,1,-182
18:37:06.436,1.767,-0.69,1.37,0.00,0.00,1,-182
18:37:06.448,1.779,-0.69,1.37,0.00,0.00,1,-182
18:37:06.459,1.791,-0.69,1.37,0.00,0.00,1,-182
18:37:06.517,1.802,-0.69,1.37,0.00,0.00,1,-182
18:37:06.518,1.813,-0.69,1.37,0.00,0.00,1,-182
18:37:06.518,1.824,-0.69,1.37,0.00,0.00,1,-182
18:37:06.518,1.835,-0.69,1.37,0.00,0.00,1,-182
18:37:06.518,1.846,-0.69,1.37,0.00,0.00,1,-182
18:37:06.527,1.858,-0.69,1.37,0.00,0.00,1,-182
18:37:06.537,1.869,-0.69,1.37,0.00,0.00,1,-182
18:37:06.550,1.881,-0.69,1.37,0.00,0.00,1,-182
18:37:06.560,1.892,-0.69,1.37,0.00,0.00,1,-182
18:37:06.571,1.903,-0.69,1.37,0.00,0.00,1,-182
18:37:06.582,1.914,-0.69,1.37,0.00,0.00,1,-182
18:37:06.594,1.926,-0.69,1.37,0.00,0.00,1,-182
18:37:06.604,1.937,-0.69,1.37,0.00,0.00,1,-182
18:37:06.615,1.948,-0.69,1.37,0.00,0.00,1,-182
18:37:06.627,1.96,-0.69,1.37,0.00,0.00,1,-182
18:37:06.639,1.971,-0.69,1.37,0.00,0.00,1,-182
18:37:06.649,1.982,-0.69,1.37,0.00,0.00,1,-182
18:37:06.663,1.993,-0.69,1.37,0.00,0.00,1,-182
18:37:06.672,2.004,-0.69,1.37,0.00,0.00,1,-182
18:37:06.683,2.015,-0.69,1.37,0.00,0.00,1,-182
18:37:06.742,2.027,-0.69,1.37,0.00,0.00,1,-182
18:37:06.742,2.039,-0.69,1.37,0.00,0.00,1,-182
18:37:06.743,2.051,-0.69,1.37,0.00,0.00,1,-182
18:37:06.743,2.062,-0.69,1.37,0.00,0.00,1,-182
18:37:06.743,2.073,-0.69,1.37,0.00,0.00,1,-182
18:37:06.753,2.084,-0.69,1.37,0.00,0.00,1,-182
18:37:06.763,2.095,-0.69,1.37,0.00,0.00,1,-182
18:37:06.777,2.107,-0.69,1.37,0.00,0.00,1,-182
18:37:06.786,2.118,-0.69,1.37,0.00,0.00,1,-182
18:37:06.798,2.13,-0.69,1.37,0.00,0.00,1,-182
18:37:06.809,2.141,-0.69,1.37,0.00,0.00,1,-182
18:37:06.820,2.152,-0.69,1.37,0.00,0.00,1,-182
18:37:06.832,2.163,-0.69,1.37,0.00,0.00,1,-182
18:37:06.842,2.174,-0.69,1.37,0.00,0.00,1,-182
18:37:06.854,2.185,-0.69,1.37,0.00,0.00,1,-182
18:37:06.864,2.196,-0.69,1.37,0.00,0.00,1,-182
18:37:06.876,2.207,-0.69,1.37,0.00,0.00,1,-182
18:37:06.887,2.219,-0.69,1.37,0.00,0.00,1,-182
18:37:06.902,2.231,-0.69,1.37,0.00,0.00,1,-182
18:37:06.911,2.242,-0.69,1.37,0.00,0.00,1,-182
18:37:06.968,2.253,-0.69,1.37,0.00,0.00,1,-182
18:37:06.969,2.264,-0.69,1.37,0.00,0.00,1,-182
18:37:06.970,2.275,-0.69,1.37,0.00,0.00,1,-182
18:37:06.970,2.286,-0.69,1.37,0.00,0.00,1,-182
18:37:06.971,2.297,-0.69,1.37,0.00,0.00,1,-182
18:37:06.978,2.309,-0.69,1.37,0.00,0.00,1,-182
18:37:06.989,2.32,-0.69,1.37,0.00,0.00,1,-182
18:37:06.999,2.331,-0.69,1.37,0.00,0.00,1,-182
18:37:07.010,2.342,-0.69,1.37,0.00,0.00,1,-182
18:37:07.022,2.353,-0.69,1.37,0.00,0.00,1,-182
18:37:07.033,2.364,-0.69,1.37,0.00,0.00,1,-182
18:37:07.044,2.375,-0.69,1.37,0.00,0.00,1,-182
18:37:07.055,2.386,-0.69,1.37,0.00,0.00,1,-182
18:37:07.067,2.398,-0.69,1.37,0.00,0.00,1,-182
18:37:07.079,2.41,-0.69,1.37,0.00,0.00,1,-182
18:37:07.090,2.422,-0.69,1.37,0.00,0.00,1,-182
18:37:07.103,2.433,-0.69,1.37,0.00,0.00,1,-182
18:37:07.112,2.444,-0.69,1.37,0.00,0.00,1,-182
18:37:07.125,2.455,-0.69,1.37,0.00,0.00,1,-182
18:37:07.136,2.467,-0.69,1.37,0.00,0.00,1,-182
18:37:07.190,2.479,-0.69,1.37,0.00,0.00,1,-182
18:37:07.190,2.491,-0.69,1.37,0.00,0.00,1,-182
18:37:07.190,2.502,-0.69,1.37,0.00,0.00,1,-182
18:37:07.191,2.513,-0.69,1.37,0.00,0.00,1,-182
18:37:07.192,2.524,-0.69,1.37,0.00,0.00,1,-182
18:37:07.203,2.535,-0.69,1.37,0.00,0.00,1,-182
18:37:07.214,2.546,-0.69,1.37,0.00,0.00,1,-182
18:37:07.226,2.558,-0.69,1.37,0.00,0.00,1,-182
18:37:07.238,2.57,-0.69,1.37,0.00,0.00,1,-182
18:37:07.250,2.582,-0.69,1.37,0.00,0.00,1,-182
18:37:07.261,2.593,-0.69,1.37,0.00,0.00,1,-182
18:37:07.272,2.604,-0.69,1.37,0.00,0.00,1,-182
18:37:07.283,2.615,-0.69,1.37,0.00,0.00,1,-182
18:37:07.294,2.627,-0.69,1.37,0.00,0.00,1,-182
18:37:07.307,2.638,-0.69,1.37,0.00,0.00,1,-182
18:37:07.317,2.649,-0.69,1.37,0.00,0.00,1,-182
18:37:07.327,2.66,-0.69,1.37,0.00,0.00,1,-182
18:37:07.339,2.671,-0.69,1.37,0.00,0.00,1,-182
18:37:07.350,2.682,-0.69,1.37,0.00,0.00,1,-182
18:37:07.361,2.693,-0.69,1.37,0.00,0.00,1,-182
18:37:07.418,2.704,-0.69,1.37,0.00,0.00,1,-182
18:37:07.418,2.715,-0.69,1.37,0.00,0.00,1,-182
18:37:07.419,2.726,-0.69,1.37,0.00,0.00,1,-182
18:37:07.419,2.737,-0.69,1.37,0.00,0.00,1,-182
18:37:07.419,2.748,-0.69,1.37,0.00,0.00,1,-182
18:37:07.428,2.759,-0.69,1.37,0.00,0.00,1,-182
18:37:07.438,2.77,-0.69,1.37,0.00,0.00,1,-182
18:37:07.450,2.782,-0.69,1.37,0.00,0.00,1,-182
18:37:07.461,2.793,-0.69,1.37,0.00,0.00,1,-182
18:37:07.473,2.804,-0.69,1.37,0.00,0.00,1,-182
18:37:07.484,2.815,-0.69,1.37,0.00,0.00,1,-182
18:37:07.495,2.827,-0.69,1.37,0.00,0.00,1,-182
18:37:07.506,2.838,-0.69,1.37,0.00,0.00,1,-182
18:37:07.517,2.849,-0.69,1.37,0.00,0.00,1,-182
18:37:07.529,2.861,-0.69,1.37,0.00,0.00,1,-182
18:37:07.540,2.872,-0.69,1.37,0.00,0.00,1,-182
18:37:07.550,2.883,-0.69,1.37,0.00,0.00,1,-182
18:37:07.562,2.894,-0.69,1.37,0.00,0.00,1,-182
18:37:07.573,2.905,-0.69,1.37,0.00,0.00,1,-182
18:37:07.585,2.916,-0.69,1.37,0.00,0.00,1,-182
18:37:07.640,2.928,-0.69,1.37,0.00,0.00,1,-182
18:37:07.640,2.939,-0.69,1.37,0.00,0.00,1,-182
18:37:07.640,2.951,-0.69,1.37,0.00,0.00,1,-182
18:37:07.641,2.962,-0.69,1.37,0.00,0.00,1,-182
18:37:07.642,2.973,-0.69,1.37,0.00,0.00,1,-182
18:37:07.653,2.984,-0.69,1.37,0.00,0.00,1,-182
18:37:07.663,2.995,-0.69,1.37,0.00,0.00,1,-182
18:37:07.676,3.006,-0.69,1.37,0.00,0.00,1,-182
18:37:07.687,3.018,-0.69,1.37,0.00,0.00,1,-182
18:37:07.700,3.03,-0.69,1.37,0.00,0.00,1,-182
18:37:07.710,3.041,-0.69,1.37,0.00,0.00,1,-182
18:37:07.720,3.053,-0.69,1.37,0.00,0.00,1,-182
18:37:07.732,3.064,-0.69,1.37,0.00,0.00,1,-182
18:37:07.743,3.075,-0.69,1.37,0.00,0.00,1,-182
18:37:07.756,3.086,-0.69,1.37,0.00,0.00,1,-182
18:37:07.765,3.097,-0.69,1.37,0.00,0.00,1,-182
18:37:07.776,3.108,-0.69,1.37,0.00,0.00,1,-182
18:37:07.787,3.12,-0.69,1.37,0.00,0.00,1,-182
18:37:07.799,3.131,-0.69,1.37,0.00,0.00,1,-182
18:37:07.811,3.143,-0.69,1.37,0.00,0.00,1,-182
18:37:07.866,3.154,-0.69,1.37,0.00,0.00,1,-182
18:37:07.867,3.165,-0.69,1.37,0.00,0.00,1,-182
18:37:07.867,3.176,-0.69,1.37,0.00,0.00,1,-182
18:37:07.867,3.187,-0.69,1.37,0.00,0.00,1,-182
18:37:07.867,3.198,-0.69,1.37,0.00,0.00,1,-182
18:37:07.878,3.209,-0.69,1.37,0.00,0.00,1,-182
18:37:07.888,3.22,-0.69,1.37,0.00,0.00,1,-182
18:37:07.900,3.232,-0.69,1.37,0.00,0.00,1,-182
18:37:07.912,3.243,-0.69,1.37,0.00,0.00,1,-182
18:37:07.922,3.254,-0.69,1.37,0.00,0.00,1,-182
18:37:07.933,3.265,-0.69,1.37,0.00,0.00,1,-182
18:37:07.944,3.276,-0.69,1.37,0.00,0.00,1,-182
18:37:07.955,3.287,-0.69,1.37,0.00,0.00,1,-182
18:37:07.967,3.299,-0.69,1.37,0.00,0.00,1,-182
18:37:07.978,3.31,-0.69,1.37,0.00,0.00,1,-182
18:37:07.990,3.321,-0.69,1.37,0.00,0.00,1,-182
18:37:08.001,3.333,-0.69,1.37,0.00,0.00,1,-182
18:37:08.013,3.344,-0.69,1.37,0.00,0.00,1,-182
18:37:08.023,3.355,-0.69,1.37,0.00,0.00,1,-182
18:37:08.035,3.366,-0.69,1.37,0.00,0.00,1,-182
18:37:08.092,3.378,-0.69,1.37,0.00,0.00,1,-182
18:37:08.092,3.389,-0.69,1.37,0.00,0.00,1,-182
18:37:08.093,3.4,-0.69,1.37,0.00,0.00,1,-182
18:37:08.093,3.412,-0.69,1.37,0.00,0.00,1,-182
18:37:08.093,3.423,-0.69,1.37,0.00,0.00,1,-182
18:37:08.103,3.434,-0.69,1.37,0.00,0.00,1,-182
18:37:08.114,3.445,-0.69,1.37,0.00,0.00,1,-182
18:37:08.125,3.456,-0.69,1.37,0.00,0.00,1,-182
18:37:08.136,3.467,-0.69,1.37,0.00,0.00,1,-182
18:37:08.147,3.478,-0.69,1.37,0.00,0.00,1,-182
18:37:08.158,3.489,-0.69,1.37,0.00,0.00,1,-182
18:37:08.168,3.5,-0.69,1.37,0.00,0.00,1,-182
18:37:08.179,3.511,-0.69,1.37,0.00,0.00,1,-182
18:37:08.191,3.523,-0.69,1.37,0.00,0.00,1,-182
18:37:08.202,3.534,-0.69,1.37,0.00,0.00,1,-182
18:37:08.212,3.545,-0.69,1.37,0.00,0.00,1,-182
18:37:08.224,3.556,-0.69,1.37,0.00,0.00,1,-182
18:37:08.236,3.568,-0.69,1.37,0.00,0.00,1,-182
18:37:08.248,3.58,-0.69,1.37,0.00,0.00,1,-182
18:37:08.258,3.591,-0.69,1.37,0.00,0.00,1,-182
18:37:08.314,3.602,-0.69,1.37,0.00,0.00,1,-182
18:37:08.315,3.613,-0.69,1.37,0.00,0.00,1,-182
18:37:08.315,3.624,-0.69,1.37,0.00,0.00,1,-182
18:37:08.315,3.635,-0.69,1.37,0.00,0.00,1,-182
18:37:08.315,3.646,-0.69,1.37,0.00,0.00,1,-182
18:37:08.327,3.657,-0.69,1.37,0.00,0.00,1,-182
18:37:08.336,3.668,-0.69,1.37,0.00,0.00,1,-182
18:37:08.348,3.68,-0.69,1.37,0.00,0.00,1,-182
18:37:08.359,3.691,-0.69,1.37,0.00,0.00,1,-182
18:37:08.371,3.702,-0.69,1.37,0.00,0.00,1,-182
18:37:08.381,3.714,-0.69,1.37,0.00,0.00,1,-182
18:37:08.393,3.725,-0.69,1.37,0.00,0.00,1,-182
18:37:08.404,3.736,-0.69,1.37,0.00,0.00,1,-182
18:37:08.416,3.748,-0.69,1.37,0.00,0.00,1,-182
18:37:08.428,3.76,-0.69,1.37,0.00,0.00,1,-182
18:37:08.440,3.771,-0.69,1.37,0.00,0.00,1,-182
18:37:08.450,3.782,-0.69,1.37,0.00,0.00,1,-182
18:37:08.462,3.794,-0.69,1.37,0.00,0.00,1,-182
18:37:08.473,3.805,-0.69,1.37,0.00,0.00,1,-182
18:37:08.484,3.816,-0.69,1.37,0.00,0.00,1,-182
18:37:08.545,3.827,-0.69,1.37,0.00,0.00,1,-182
18:37:08.545,3.838,-0.69,1.37,0.00,0.00,1,-182
18:37:08.545,3.849,-0.69,1.37,0.00,0.00,1,-182
18:37:08.545,3.86,-0.69,1.37,0.00,0.00,1,-182
18:37:08.546,3.872,-0.69,1.37,0.00,0.00,1,-182
18:37:08.552,3.884,-0.69,1.37,0.00,0.00,1,-182
18:37:08.563,3.895,-0.69,1.37,0.00,0.00,1,-182
18:37:08.574,3.906,-0.69,1.37,0.00,0.00,1,-182
18:37:08.586,3.917,-0.69,1.37,0.00,0.00,1,-182
18:37:08.598,3.93,-0.69,1.37,0.00,0.00,1,-182
18:37:08.610,3.942,-0.69,1.37,0.00,0.00,1,-182
18:37:08.622,3.954,-0.69,1.37,0.00,0.00,1,-182
18:37:08.634,3.965,-0.69,1.37,0.00,0.00,1,-182
18:37:08.645,3.976,-0.69,1.37,0.00,0.00,1,-182
18:37:08.656,3.987,-0.69,1.37,0.00,0.00,1,-182
18:37:08.666,3.998,-0.69,1.37,0.00,0.00,1,-182
18:37:08.678,4.01,-0.69,1.37,0.00,0.00,1,-182
18:37:08.689,4.021,-0.69,1.37,0.00,0.00,1,-182
18:37:08.702,4.033,-0.69,1.37,0.00,0.00,1,-182
18:37:08.713,4.044,-0.69,1.37,0.00,0.00,1,-182
18:37:08.784,4.055,-0.69,1.37,0.00,0.00,1,-182
18:37:08.784,4.066,-0.69,1.37,0.00,0.00,1,-182
18:37:08.785,4.077,-0.69,1.37,0.00,0.00,1,-182
18:37:08.785,4.088,-0.69,1.37,0.00,0.00,1,-182
18:37:08.785,4.1,-0.69,1.37,0.00,0.00,1,-182
18:37:08.785,4.112,-0.69,1.37,0.00,0.00,1,-182
18:37:08.792,4.124,-0.69,1.37,0.00,0.00,1,-182
18:37:08.803,4.135,-0.69,1.37,0.00,0.00,1,-182
18:37:08.814,4.146,-0.69,1.37,0.00,0.00,1,-182
18:37:08.825,4.157,-0.69,1.37,0.00,0.00,1,-182
18:37:08.837,4.169,-0.69,1.37,0.00,0.00,1,-182
18:37:08.849,4.181,-0.69,1.37,0.00,0.00,1,-182
18:37:08.861,4.193,-0.69,1.37,0.00,0.00,1,-182
18:37:08.872,4.204,-0.69,1.37,0.00,0.00,1,-182
18:37:08.882,4.215,-0.69,1.37,0.00,0.00,1,-182
18:37:08.894,4.226,-0.69,1.37,0.00,0.00,1,-182
18:37:08.904,4.237,-0.69,1.37,0.00,0.00,1,-182
18:37:08.915,4.248,-0.69,1.37,0.00,0.00,1,-182
18:37:08.927,4.259,-0.69,1.37,0.00,0.00,1,-182
18:37:08.939,4.271,-0.69,1.37,0.00,0.00,1,-182
18:37:09.002,4.283,-0.69,1.37,0.00,0.00,1,-182
18:37:09.003,4.294,-0.69,1.37,0.00,0.00,1,-182
18:37:09.003,4.305,-0.69,1.37,0.00,0.00,1,-182
18:37:09.003,4.316,-0.69,1.37,0.00,0.00,1,-182
18:37:09.003,4.327,-0.69,1.37,0.00,0.00,1,-182
18:37:09.007,4.338,-0.69,1.37,0.00,0.00,1,-182
18:37:09.018,4.349,-0.69,1.37,0.00,0.00,1,-182
18:37:09.029,4.36,-0.69,1.37,0.00,0.00,1,-182
18:37:09.041,4.372,-0.69,1.37,0.00,0.00,1,-182
18:37:09.053,4.383,-0.69,1.37,0.00,0.00,1,-182
18:37:09.063,4.394,-0.69,1.37,0.00,0.00,1,-182
18:37:09.074,4.405,-0.69,1.37,0.00,0.00,1,-182
18:37:09.085,4.416,-0.69,1.37,0.00,0.00,1,-182
18:37:09.097,4.427,-0.69,1.37,0.00,0.00,1,-182
18:37:09.108,4.438,-0.69,1.37,0.00,0.00,1,-182
18:37:09.117,4.449,-0.69,1.37,0.00,0.00,1,-182
18:37:09.128,4.46,-0.69,1.37,0.00,0.00,1,-182
18:37:09.140,4.471,-0.69,1.37,0.00,0.00,1,-182
18:37:09.150,4.482,-0.69,1.37,0.00,0.00,1,-182
18:37:09.161,4.493,-0.69,1.37,0.00,0.00,1,-182
18:37:09.223,4.505,-0.69,1.37,0.00,0.00,1,-182
18:37:09.223,4.516,-0.69,1.37,0.00,0.00,1,-182
18:37:09.223,4.527,-0.69,1.37,0.00,0.00,1,-182
18:37:09.224,4.538,-0.69,1.37,0.00,0.00,1,-182
18:37:09.224,4.549,-0.69,1.37,0.00,0.00,1,-182
18:37:09.228,4.56,-0.69,1.37,0.00,0.00,1,-182
18:37:09.240,4.572,-0.69,1.37,0.00,0.00,1,-182
18:37:09.251,4.583,-0.69,1.37,0.00,0.00,1,-182
18:37:09.262,4.595,-0.69,1.37,0.00,0.00,1,-182
18:37:09.274,4.606,-0.69,1.37,0.00,0.00,1,-182
